body,fichatecnica,localidad,price,title,url
"
Trailer doble eje muy reforsado
","

Año
1988


Kilómetros
11.111 km


Marca
Dodge


Modelo
Ram


Versión
Trailer doble eje


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Playa Pascual - San José
",4.500,"
		Trailer Doble Eje
	",https://auto.mercadolibre.com.uy/MLU-472114955-trailer-doble-eje-_JM#position=11&type=item&tracking_id=18d5715b-927b-4148-b3ba-b5141093aa87
"
La camioneta se encuentra en excelentes condiciones, trabajando. Chapa y pintura cero, y muy buenas condiciones en general
","

Año
2000


Kilómetros
300.000 km


Marca
Hyundai


Modelo
H100


Versión
2.5 Van


Tipo de carrocería
SUV


Motor
2.5


Potencia
73 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Treinta Y Tres
",9.000,"
		Hyundai H100 2.5 Van
	",https://auto.mercadolibre.com.uy/MLU-471551048-hyundai-h100-25-van-2000-_JM#position=30&type=item&tracking_id=18d5715b-927b-4148-b3ba-b5141093aa87
"
Mercedes Benz 190 2.5 td Sportline, w201 manual, en muy buen estado, a entera revisacion, tanto de motor como de carrocería. Patente 12000 anual, consumo 12 x litro. Si está buscando uno de estos no dude en verlo. Vendo o permuto x menor valor. Motivo de la venta: tengo 80 años y no voy a manejar mas.
","

Año
1992


Kilómetros
500.000 km


Marca
Mercedes-Benz


Modelo
Clase C


Versión
190 2.5 td Sportline


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",12.500,"
		Mercedes-benz Clase C 190 2.5 Td Sportline
	",https://auto.mercadolibre.com.uy/MLU-472777966-mercedes-benz-clase-c-190-25-td-sportline-_JM#position=43&type=item&tracking_id=18d5715b-927b-4148-b3ba-b5141093aa87
"
Patente y seguro al día todo en regla !No acepto permutas por autos solo dinero gracias
","

Año
1998


Kilómetros
350.000 km


Marca
Citroën


Modelo
Berlingo


Versión
1.9 D


Tipo de carrocería
SUV


Motor
1.9


Potencia
71 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Montevideo
",6.900,"
		Citroën Berlingo 1.9 D
	",https://auto.mercadolibre.com.uy/MLU-472287851-citron-berlingo-19-d-1998-_JM#position=18&type=item&tracking_id=18d5715b-927b-4148-b3ba-b5141093aa87
body,fichatecnica,localidad,price,title,url
"
Patente anual: 12432 PesosAtención personalizada ::::::Asesoramiento, Responsabilidad y Experiencia nos avalan.· Asesoramiento en todas las etapas de la compra. · Trámites de empadronamiento.· Asesoramiento legal estudio de títulos de compraventas.Financiaciones y Prestamos Bancarios::::::Puede financiar hasta el 100% del vehículo.Prestamos en Pesos o en Dolares hasta en 60 cuotas.Asesoramiento en todas las etapas para el Leasing.Trámites y seguros personalizados ::::::· Gestiones y trámites con la mejor prima para nuestros clientes.· Búsqueda de mejor precio para su seguro.· Agilidad en la culminación de los trámites de la compra de su vehículo.Autos nuevos en todas las marcas ::::::Vendemos vehículos de todas las marcas ofreciendo las mejores condiciones de Mercado.Autos usados seleccionados ::::::Chequeo en documementación, mecánica, chapa, pintura y funcionamiento.Consignaciones, vendemos su auto ::::::Nos ocupamos de todo lo necesario para la venta de su auto usado. Lavados, avisos , estadia del vehículo sin cargo. FACILCAR, empresa automotriz, fundada en el año 2003, en pleno centro de la ciudad, cercano a sucursales de los principales bancos, comercios importantes, oficinas públicas e Intendencia Municipal de Montevideo. Lunes a Viernes de 9:00 a 19:00 hs.Galicia 1475 Esq Piedra AltaTel: 2400 2001* WPP: 093 396 527 - 094 755 559 - 095 864 999www.facilcar.com.uy - ventas@facilcar.com.uy
","

Año
2010


Kilómetros
580.000 km


Marca
Hyundai


Modelo
Accent


Versión
Accent


Tipo de carrocería
Sedán


Motor
1.5


Transmisión
Manual


Color
Negro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Centro - Montevideo
",6.500,"
		Hyundai Accent 2010 Diesel Oportunidad!!
	",https://auto.mercadolibre.com.uy/MLU-465957763-hyundai-accent-2010-diesel-oportunidad-_JM#position=48&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Hilux 3.0 pickup 4x4 año 2003 250.000 kms con aire y dirección 4 Neumaticos nuevos bf goodrich inmaculada!funcionando todo! Patente 2020 paga! Para exquisitos! No mareadores! U$s 20900 099265798 interesados reales llamar al cel d contacto!
","

Año
2003


Kilómetros
250.000 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 S/cab 4x4 D Dx


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
125 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Cardona - Soriano
",20.900,"
		Toyota Hilux 3.0 S/cab 4x4 D Dx
	",https://auto.mercadolibre.com.uy/MLU-471791735-toyota-hilux-30-scab-4x4-d-dx-2003-_JM#position=10&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Mejor precio y estado !!Se vende Toyota Hilux 2014 única en su estado solo con 98.000 klms de fca atendida en servicio oficial Ayax.Posible permuta consulte.Modelo extrafull.Contesto por este medio watsapp o por el celular publicado.
","

Año
2014


Kilómetros
95.000 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 Cd Srv Tdi 171cv 4x2 - B3


Tipo de carrocería
Pick-Up


Motor
3.0


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Jardines Hipódromo - Montevideo
",36.500,"
		Toyota Hilux 3.0 Cd Srv Tdi 171cv 4x2 - B3
	",https://auto.mercadolibre.com.uy/MLU-471472270-toyota-hilux-30-srv-tdi-171cv-4x2-b3-2015-_JM#position=14&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Toyota es fantástico! Hilux diesel 2.5 caja de sexta full nueva !!!servicio oficial airbags, abs ,usa gasoil común da 12 x litro Año 2017 empadronada 2018 Impecable ! leve toque que se ve en la foto  u$S 32900arreglada u$s33900Telefono 098 172 776
","

Año
2018


Kilómetros
90.000 km


Marca
Toyota


Modelo
Hilux


Versión
Dx 2.5 impecable!


Único dueño
Sí


Motor
2.5td con sexta


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Malvin - Montevideo
",32.900,"
		Toyota Hilux Dx 2.5 impecable!
	",https://auto.mercadolibre.com.uy/MLU-472245834-toyota-hilux-dx-25-impecable-_JM#position=32&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Solo vendo no permuto precio publicado segunda dueña ,al dia, títulos a mi nombre
","

Año
1989


Kilómetros
198.879 km


Marca
Volkswagen


Modelo
Parati


Versión
1.6


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Montevideo
",230.000,"
		Volkswagen Parati 1.6
	",https://auto.mercadolibre.com.uy/MLU-472413530-volkswagen-parati-16-_JM#position=38&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Hyundai H 1 Furgón con vidrios2.5 L TURBO DIÉSEL145.000 MOTOR IMPECABLECON DIRECCIÓN HIDRÁULICAHay que verla.MUY BUEN ESTADO DE MECÁNICA A TODA PRUEBA CON DETALLES DE PINTURASe puede plotear toda la camioneta mas rápido y mas económico que pintar.Con permuta o financiada u$s 11.500.-Permutas de menor valor hasta el 50%.PRECIO CONTADO U$S 10.000 -PERTENECIÓ AL ESTADO Esta impecable de motor pocos km para un motor diésel. 146.000 km.PUEDO FINANCIAR HASTA EL 40%OPORTUNIDAD , OFERTA.Martín099 50 40 22
","

Año
2010


Kilómetros
145.000 km


Marca
Hyundai


Modelo
H1


Versión
2.5 1 Mt


Único dueño
Sí


Tipo de carrocería
SUV


Motor
2.5


Potencia
100 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Lomas De Solymar - Canelones
",111.000,"
		Hyundai H1 2.5 1 Mt
	",https://auto.mercadolibre.com.uy/MLU-471236082-hyundai-h1-25-1-mt-2010-valor-us-11500-_JM#position=12&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Peugeot 406 1.9 TD Full-A/A-Vidrios electricos delanteros-Dirección-Techo-4 cubiertas nuevas Pirelli-Todo al día y a mi nombre-No permuto-
","

Año
1997


Kilómetros
57.000 km


Marca
Peugeot


Modelo
406


Versión
1.9 T


Tipo de carrocería
Sedán


Motor
1.9


Potencia
92 hp


Transmisión
Manual


Color
Azul


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Barrio Sur - Montevideo
",7.000,"
		Peugeot 406 1.9 T
	",https://auto.mercadolibre.com.uy/MLU-472652915-peugeot-406-19-td-full-_JM#position=41&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Vendo o permuto
","

Año
1998


Kilómetros
11.111 km


Marca
Chevrolet


Modelo
Silverado


Versión
4.2 Mwm


Tipo de carrocería
Pick-Up


Motor
4.2


Potencia
88 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Young - Río Negro
",155.000,"
		Chevrolet Silverado 4.2 Mwm
	",https://auto.mercadolibre.com.uy/MLU-471289151-chevrolet-silverado-42-mwm-1998-_JM#position=1&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
PEUGEOT PARTNER AÑO 2001 FURGON 1.9 DIESEL CON DIRECCIÓN HIDRÁULICA , TOTALMENTE AL DÍA SIN DEUDA Y LISTA PARA TRANSFERIR ENTREGANDO U$S 3500 FINANCIA A SOLA FIRMA , ACEPTAMOS PERMUTAS Y POR INTERMEDIO DE BANCO SE PUEDE FINANCIAR HASTA EL 100%FINANCIACION PARTICULARENTREGA 70% del valor del vehículo y el saldo a convenir en cuotas en dólares americanos.Crédito particular a sola firmaConsulte financiación bancaria hasta un 100% dependiendo de los ingresos que se justifique y la aprobación bancaria.CONFIRMAR QUE EL VEHICULO SE ENCUENTRE EN EL LOCAL, MUCHAS GRACIASRally AutomóvilesSAN MARTIN 2972 Y BVAR.ARTIGASLunes a viernes de 10 a 18 horas sábados de 9 a 13 horasrally.ventas@gmail.com 22008740-095668943
","

Año
2001


Kilómetros
312.000 km


Marca
Peugeot


Modelo
Partner


Versión
furgon


Tipo de carrocería
Furgón


Motor
1900


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",4.490,"
		Peugeot Partner
	",https://auto.mercadolibre.com.uy/MLU-469496960-peugeot-partner-_JM#position=2&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Muy económico patente 1380 anual. Motor Mercedes Benz 220d 16 km por litro de gasoil. Bateria nueva. Radiador nuevo. Inyección calibrada. Lo vendo porque compre otro. Precio final contado.
","

Año
1979


Kilómetros
74.688 km


Marca
Ford


Modelo
Falcon


Versión
Futura


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Punta Del Este - Maldonado
",2.800,"
		Ford Falcon Futura
	",https://auto.mercadolibre.com.uy/MLU-471275939-ford-falcon-futura-_JM#position=4&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Muy buen estado general, Único dueño, patente paga todo el año, todos los papeles al día! Cualquier consulta a las ordenes
","

Año
2007


Kilómetros
324.000 km


Marca
Chevrolet


Modelo
DMAX


Versión
Full


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Colonia Valdense - Colonia
",12.000,"
		Chevrolet Dmax Full
	",https://auto.mercadolibre.com.uy/MLU-471504765-chevrolet-dmax-full-_JM#position=45&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Instagram suayamotors ! CITROËN C3 SOFT AÑO 2004DIESEL MOTOR 1.4CC AIRE ACONDICIONADO / DIRECCIÓN HIDRÁULICA / CRISTALES ELÉCTRICOS.DEBE UNOS 6500 PESOS DE PATENTE. PRECIO CONTADO U$S6999 o ENTREGA DE U$S3750 y RESTO HASTA 36 PAGOS CON MÍNIMOS REQUISITOS. SE PUEDEN TOMAR VEHÍCULOS COMO PARTE DE ENTREGA.MÁS INFORMACIÓN 095483612 FABIAN.
","

Año
2004


Kilómetros
250.000 km


Marca
Citroën


Modelo
C3


Versión
SOFT DIESEL FULL


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Montevideo
",6.999,"
		Citroën C3 Soft Diesel Full
	",https://auto.mercadolibre.com.uy/MLU-468958209-citron-c3-soft-diesel-full-_JM#position=3&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
IMPECABLE POSIBLE PERMUTA
","

Año
2003


Kilómetros
240.000 km


Marca
BMW


Modelo
X5


Versión
3.0 D Executive Stept


Tipo de carrocería
SUV


Motor
3.0


Potencia
184 hp


Transmisión
Automática


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Centro - Montevideo
",19.800,"
		BMW X5 3.0 D Executive Stept
	",https://auto.mercadolibre.com.uy/MLU-470496830-bmw-x5-30-d-executive-stept-2003-_JM#position=33&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Furgon vidriado Hyundai H1 en excelentes condiciones porque desde 0 km trabajó con sistema de proteccion estilo vigia que incluyó limitador de revoluciones. Tiene posibilidad de venderse con juego de butacas a otro precio
","

Año
2010


Kilómetros
210.000 km


Marca
Hyundai


Modelo
H1


Versión
2.5 1 170cv Mt


Tipo de carrocería
SUV


Motor
2.5


Potencia
170 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Solymar - Ciudad De La Costa - Canelones
",13.000,"
		Hyundai H1 2.5 1 170cv Mt
	",https://auto.mercadolibre.com.uy/MLU-472529100-hyundai-h1-excelente-oportunidad-_JM#position=25&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Mitsubishi L200 2.5 diesel 4x4Dirección Hidraulica Aire acondicionado Interminable Todo al dia pronta para transferir Oportunidad unica!!
","

Año
2014


Kilómetros
150.000 km


Marca
Mitsubishi


Modelo
Sportero


Versión
2.5 diesel 4x4


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Carrasco - Montevideo
",19.900,"
		Mitsubishi Sportero 2.5 Diesel 4x4
	",https://auto.mercadolibre.com.uy/MLU-471894657-mitsubishi-sportero-25-diesel-4x4-_JM#position=30&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
KIA Carnival turbo diesel, 7 plazas automática. Todos los sistemas de seguridad y confort funcionando como de fábrica. Puertas de plazas traseras y portón trasero eléctricos. Asientos delanteros calefaccionados. Excelente vehículo para familias numerosas o para quienes necesitan mucho espacio de carga. Tercera fila de asientos removibles. Consulte por mas información. Se acepta permuta.
","

Año
2010


Kilómetros
178.000 km


Marca
Kia


Modelo
Carnival


Versión
2.9 Crdi Ex


Tipo de carrocería
SUV


Motor
2.9


Potencia
160 hp


Transmisión
Automática


Color
Gris


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Melo - Cerro Largo
",16.500,"
		Kia Carnival 2.9 Crdi Ex
	",https://auto.mercadolibre.com.uy/MLU-472173498-kia-carnival-turbo-diesel-7-plazas-_JM#position=13&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Hyundai porter año 97 al día y a mi nombreDirección hidráulica, bien de motor, cubiertas y tapizadosCarga 2000kilos, elásticos reforzados se agregó una hoja en los Pérez.Barandas rebatibles de un lado para cargas paletizadas, avance se abre para carga de fierros de 6mtros.Se vende por renovación, se compro un camión más grande, cualquier consulta 092361346
","

Año
1997


Kilómetros
1 km


Marca
Hyundai


Modelo
Porter


Versión
Hyundai porter


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Montevideo
",7.500,"
		Hyundai Porter Hyundai Porter
	",https://auto.mercadolibre.com.uy/MLU-472071474-hyundai-porter-hyundai-porter-_JM#position=34&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
FINANCIACIONENTREGA 4000 Y EL RESTO HASTA EN 48 CUOTAS A SOLA FIRMA!!TOMAMOS PERMUTASCONSULTE 099913008MOTORLAND
","

Año
2007


Kilómetros
185.000 km


Marca
Renault


Modelo
Megane


Versión
1.9 Tdi Tric Pack


Tipo de carrocería
Sedán


Motor
1.9


Potencia
100 hp


Transmisión
Manual


Color
Azul


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Shangrilá - Canelones
",8.900,"
		Renault Megane 1.9 Tdi Tric Pack
	",https://auto.mercadolibre.com.uy/MLU-469527840-renault-megane-2007-19tdi-impecable-ptofinancio-_JM#position=22&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Fiat Uno Diesel 2001 1700 cc. con 410.100 km en color Gris Plata. USD 4.600.Diesel / Dirección Mecánica / Transmisión Manual / 5 puertas..El valor estimado de la patente es de $ 6.900.Trámites ÁgilesContamos con un completo departamento de gestoría de escribanía y legal para facilitar todos los trámites para la compra de su vehículo.Aceptamos PermutasLo esperamos en nuestro concesionario para revisar su unidad y darle el precio de toma del mismo. Confianza, seguridad y seriedad.Financiación Propia a Sola Firma o BancariaContamos con financiación propia a sola firma hasta en 30 cuotas de hasta el 50% del vehículo en Pesos, Dólares o Unidades indexadas, o financiación bancaria de hasta el 80% del valor del vehículo y hasta en 48 cuotas.Silca - Colonia Tel: 096 109 870 / 096 410 646 WhatsApp: 096 109 870 Aparicio Saravia y Treinta y Tres ecommerce@silca.com.uy Lun. a Vie. de 9 a 12:30 y 14 a 19 hs. Sáb. de 10 a 13 hs www.silca.com.uy----------------------COMUNICADO A NUESTROS CLIENTES:La descripción del vehículo publicado en esta publicación es la que se detalla en este cuadro . Ésta puede variar con la suministrada de forma automática por Mercado Libre (en los paneles desplegables), la cual puede contener errores como cilindrada, potencia, equipamiento, colores, etc. Le rogamos tener en cuanta solo la descripción que detallamos en el texto que antecede a este.Muchas gracias,SilcaPublicado por MultiAviso
","

Año
2001


Kilómetros
410.100 km


Marca
Fiat


Modelo
Uno


Versión
Diesel


Motor
1.7


Transmisión
Manual


Color
Plateado


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Colonia Del Sacramento - Colonia
",4.600,"
		Fiat Uno Diesel 2001 Gris Plata 5 Puertas
	",https://auto.mercadolibre.com.uy/MLU-471279383-fiat-uno-diesel-2001-gris-plata-5-puertas-_JM#position=44&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
El vehículo está en perfectas condiciones.. vendo ,permuto y financio crédito de la casa ,entrega inmediata ..
","

Año
2013


Kilómetros
140.000 km


Marca
Toyota


Modelo
Hilux


Versión
2.5 Cd Dx Pack Tdi 120cv 4x2


Tipo de carrocería
Pick-Up


Motor
2.5


Potencia
120 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",25.800,"
		Toyota Hilux 2.5 Cd Dx Pack Tdi 120cv 4x2
	",https://auto.mercadolibre.com.uy/MLU-467112039-toyota-hilux-25-cd-dx-pack-tdi-120cv-4x2-2013-_JM#position=18&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Sedan DieselUnico dueño
","

Año
2016


Kilómetros
190 km


Marca
Mercedes-Benz


Modelo
C220 D


Versión
Diesel


Único dueño
Sí


Motor
2.2 d


Color
plata


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Chuy - Rocha
",48,"
		Mercedes Benz C220 Diesel
	",https://auto.mercadolibre.com.uy/MLU-471853010-mercedes-benz-c220-diesel-_JM#position=27&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
RENAULT KANGOO 1.9 DIESELCON PORTON LATERAL Y DIRECCIONRENDIMIENTO DE 13 A 17 KMS POR LITROPATENTE ANUAL: $ 9.963.-PAPELES AL DÍAFINANCIACIÓN BANCARIA O PRIVADA MÁXIMO 50%.-POR CONSULTAS COMUNICARSE AL 26969424 // 099 695225.-
","

Año
2008


Kilómetros
210.000 km


Marca
Renault


Modelo
Kangoo


Versión
1.9 D Confort


Tipo de carrocería
SUV


Motor
1.9


Potencia
65 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Empalme Nicolich - Canelones
",6.800,"
		Renault Kangoo 1.9 D Confort
	",https://auto.mercadolibre.com.uy/MLU-470320113-renault-kangoo-19-d-confort-2008-_JM#position=6&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
dodge ram 2500 año 2008modelo Big Horn (la mas completa de la categoria) extra fullasiento eléctrico 4x4 eléctrica techo solar vidrios eléctricos mas ventana para la caja eléctrica pocos km6 lugaresmanual y llave reserva camioneta en perfecto estado, a toda prueba, venga a verla sin compromiso nunca chacra difícil encontrar igualconsulte no molesta
","

Año
2008


Kilómetros
198.000 km


Marca
Dodge


Modelo
Ram 2500


Versión
5.9 Pickup Slt Quad Cab Diesel 4x4 At


Tipo de carrocería
Pick-Up


Motor
5.9


Transmisión
Automática


Color
blanca


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Río Branco - Cerro Largo
",32.000,"
		Dodge Ram 2500 5.9 Pickup Slt Quad Cab Diesel 4x4 At
	",https://auto.mercadolibre.com.uy/MLU-471936669-dodge-ram-big-horn-_JM#position=15&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Camioneta en muy buen estado, de uso exclusivamente familiar!Servicios siempre realizados en Taller Oficial Ford (J. Pivotto).Consumo promedio en ciudad y carretera de 11 km/lt.Cuenta con cubiertas Pirelli Scorpion ATR Lt 245/16 en exelente estado, protector de caja, cajón de herramientas y estribos.Patente Anual $ 19.000. Seguro Riesgo Total $ 22.000.No permuto. Pago Contado.
","

Año
2007


Kilómetros
275.400 km


Marca
Ford


Modelo
Ranger


Versión
2.8 Cd Xlt 4x2


Tipo de carrocería
Pick-Up


Motor
2.8


Potencia
132 hp


Transmisión
Manual


Color
Champagne


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Centro - Montevideo
",13.900,"
		Ford Ranger 2.8 Cd Xlt 4x2
	",https://auto.mercadolibre.com.uy/MLU-472037528-ford-ranger-28-xlt-ano-2007-_JM#position=21&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
PEUGEOT 206 XRD MOTOR 1.4 DIESELSANO , MOTOR IMPECABLE , SUPER ECONOMICO !!!18 X LITRO!!!!TOTALMENTE AL DIA FINANCIACIONENTREGA EL 50% Y EL SALDO HASTA EN 48 CUOTAS EN PESOS O DOLARES A SOLA FIRMA!TOMAMOS PERMUTASCONSULTE MOTORLAND
","

Año
2003


Kilómetros
280.000 km


Marca
Peugeot


Modelo
206


Versión
1.4 hdi DIESEL


Tipo de carrocería
Hatchback


Motor
1.4 HDi


Transmisión
Manual


Color
Gris


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Shangrilá - Canelones
",7.200,"
		Peugeot 206 1.4 Hdi Diesel Economico!!sano! Pto/financio!
	",https://auto.mercadolibre.com.uy/MLU-470903661-peugeot-206-14-hdi-diesel-economicosano-ptofinancio-_JM#position=47&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Motor MWM 4000Al día
","

Año
1992


Kilómetros
350.000 km


Marca
Ford


Modelo
F-1000


Versión
Ford F1000 Deluxe


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Dolores - Soriano
",12.500,"
		Ford F-1000 Ford F1000 Deluxe
	",https://auto.mercadolibre.com.uy/MLU-472155971-ford-f-1000-ford-f1000-deluxe-_JM#position=16&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Vendo Toyota diessel año 2012. Al día. Acepto posible permuta o financiación. AL contado US$13000.
","

Año
2012


Kilómetros
400.000 km


Marca
Toyota


Modelo
Corolla


Versión
Full diessel


Tipo de carrocería
Sedán


Motor
2.0 diessel


Transmisión
Manual


Color
Gris oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Paso De La Arena - Montevideo
",14.000,"
		Vendo Toyota Diessel 2012
	",https://auto.mercadolibre.com.uy/MLU-471884026-vendo-toyota-diessel-2012-_JM#position=24&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
Motor y caja 5ta toyota 2.0 liso. No tiene conectado diferencial delantero. Con papeles al día y a mi nombre. Exonerado de patente. Posible permuta. El precio publicado es contado; en pemuta cambia el valor. Consulte; estoy a las órdenes
","

Año
1954


Kilómetros
888.888 km


Marca
Jeep


Modelo
Willys


Versión
Doble Faeton


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Montevideo
",5.450,"
		Jeep Willys Espolón Alto
	",https://auto.mercadolibre.com.uy/MLU-470784191-jeep-willys-espolon-alto-_JM#position=29&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
"
VOLKSWAGEN GOL 1.6 DIESEL AL DIA.LLANTAS, RADIO PIONER Y ALARMADOCUMENTACION AL DIA Y LISTA PARA TRANSFERIR....TOMO MENOR VALOR Y DIFERENCIA.---------------------CONSULTE POR FINANCIACION----------------------------
","

Año
1998


Kilómetros
111.111 km


Marca
Volkswagen


Modelo
Gol


Versión
1.6 Gld


Tipo de carrocería
Hatchback


Motor
1.6


Potencia
54 hp


Transmisión
Manual


Color
Rojo


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en San José - San José De Mayo - San José
",4.800,"
		Volkswagen Gol 1.6 Gld
	",https://auto.mercadolibre.com.uy/MLU-471247422-volkswagen-gol-16-gld-1998-_JM#position=17&type=item&tracking_id=32338d9e-b40f-4a36-a788-acefe6d8f51b
