body,title
"
Juchitán de Zaragoza.— El palacio municipal, la Casa de la Cultura, la iglesia de San Vicente Ferrer, el Taller de Artes Gráfica, la  Biblioteca Pública Gabriel López Chiñas y la casa del general Heliodoro Charis Castro son los monumentos históricos y patrimoniales de Juchitán que fueron afectados por el sismo de septiembre de 2017 y que continúan su reconstrucción, a pesar de la contingencia  por Covid-19.

Palacio municipal

La primera fase de la reconstrucción del emblemático palacio municipal, edificio que data de 1882 y que lleva  10% de su recuperación, no se suspendió en la cuarentena, la primera fase concluyó hace una semana, para esta etapa  se  destinó, a través del Programa Nacional de Reconstrucción,  10 millones 700 mil pesos.

En estos meses se  realizó  la liberación de muros, aplanados y pisos, enladrillados y  cubierta, así como  trabajos de  herrería y cancelería. La segunda fase continuará en  agosto próximo.



Foto: Roselia Chaca

Casa de la Cultura

En el caso de la Casa de la Cultura, edificio que data de 1972,  lleva 15% de su recuperación y  se encuentra en la segunda etapa  con una inversión de 3  millones 450 mil pesos, también del Programa de Reconstrucción Nacional.

En la primera etapa  se aplicó el recurso del Fondo para la Atención de Emergencias (Fonden) para el reforzamiento de tapial perimetral existente, apuntalamiento en muros fracturados, liberación de cubierta de madera, elementos estructurales, aplanados de muros y pisos en mal estado, así como la limpieza y retiro de escombro.

Este recinto,  que fue inaugurado en 1972 por el  entonces presidente Luis Echeverría Álvarez,  tuvo como principal impulsor al maestro Francisco Toledo.

Actualmente, personal del Instituto Nacional de Antropología e Historia (INAH) trabajan  aun bajo las lluvias. La obra  se reiniciarán  cuando el INAH termine con sus excavaciones y otorgue los permisos correspondientes.

Iglesia de San Vicente

En  este inmueble religioso   afectado en  90% de su infraestructura, la recuperación y reconstrucción empezó por parte del INAH y la Fundación Harp Helú después de un mes del sismo. La fundación financia  la restauración, de la cual depende la rehabilitación de la casa cural  su pórtico techado, el atrio,  el portón de acceso, así como  la supervisión de las obras por personal  capacitado.

El templo sufrió grandes daños en la bóveda de cañón corrido en la nave y la cúpula en el presbiterio fueron severamente alteradas por grietas que ponen en riesgo su estabilidad; los muros, constituidos por robustas mamposterías de piedra de más de tres metros de espesor, sufrieron destrucción de gran envergadura; uno de los campanarios se derrumbó y las torres que le daban sustento tuvieron colapsos y pérdidas parciales. 

Los trabajos en esta iglesia del siglo XVI sólo se suspendieron una semana durante la pandemia, pero después se retomaron las acciones y el avance es de  40%.



Foto: Roselia Chaca

Otras obras sin parar

La Biblioteca Pública  Gabriel López Chiñas  está a cargo de la misma  fundación,  con una inversión  de  7 millones de pesos   es la obra que más avance tiene: 50%. 

El Taller de Artes Gráficas es el primer edifico que se concluyó hace una semana,  ejecutado por el Instituto del Patrimonio Cultural del Estado de Oaxaca con una inversión de 2 millones 500 mil pesos, proveniente del Programa Nacional de Reconstrucción.



Foto: Roselia Chaca

La intervención del edificio incluyó   restauración de arcos y muros, reconstrucción de la techumbre tradicional de tejavana, aplanados y acabados, además de la rehabilitación de los sanitarios e instalación eléctrica, así como  la colocación de mosaicos con estampados de la obra del extinto pintor, Francisco Toledo.

Además, se acondicionaron dos  áreas: una  para galería y otra de trabajo, propia para la realización de obra gráfica en diversas técnicas. Este recinto, ubicado a espaldas de la Casa de Cultura  es un importante anexo a ésta, la cual fue   inaugurada hace 48 años por gestiones del artista Francisco Toledo
","Pandemia no detiene reconstrucción en inmuebles emblemáticos de Juchitán, afectados el 7-S "
"
El Guadalajara busca repetir los cuartos de final frente al América, después de los supuestos atrasos de transmisión en la pantalla de Fernando Beltrán.
Ayer se armó un escándalo cuando en la eLiga MX, cuando las Águilas vencieron 3-2 a las Chivas. Con la victoria, los azulcrema avanzaron a las semifinales del torneo virtual, mientras los rojiblancos fueron eliminados. 
 

 

El formato Share Play causó polémica también en el duelo de la noche, entre el Pachuca y Puebla (4-1), incluso, cambiaron de anfitrión cuando Santiago Ormeño, de La Franja, se quejó por atrasos y fallas durante el duelo. 
Las Chivas ya se quejaron con la Liga MX sobre el Clásico Nacional. Hay que recordar que al Guadalajara ya se la aplicaron, cuando César Huerta, del Morelia, comentó fallas en el sistema, tras perder frente a Raúl Gudiño.
Puedes leer: ""El berrinche de Fernando Beltrán al ser eliminado por América en la eLiga MX""
¿Le cumplirán el capricho al Rebaño?
","El capricho de Chivas en la eLiga MX, quiere repetir partido contra América"
" 0 % PULSO SOCIAL0 Estamos a nada de iniciar el verano y eso es sinónimo de calor. En los últimos días seguro habrás notado que el sol parece estar en su máximo esplendor y después de las lluvias que se han registrado, el calor “se alborota” y se intensifica en las habitaciones de tu casa.
Si te urge comprar un ventilador porque ya no aguantas el calor, quizá convenga mejor comprarte una planta para combatir las altas temperaturas. ¡Sí, una planta!
Además de decorar tu casa, hay plantas que son muy buenas para purificar el aire, pero sobre todo para absorber el calor de las habitaciones. Es por ello que en De10.mx te decimos cuáles refrescarán tu casa y la harán lucir más bonita… ¡Toma nota!
1. Helecho de Boston
Proviene de regiones tropicales de América, requiere de mucha agua y tierra rica en nutrientes, ya que tiende a secarse rápido. Es conocida por absorber el calor y purificar el aire en casa.

(Imagen de inonoyazy en Pixabay)
2. Árbol de caucho
También se le conoce como árbol de hule. Es muy resistente al clima y crece muy rápido. Es capaz de eliminar el formaldehído del aire, por lo que absorbe el calor y purifica la casa. La puedes colocar en cualquier habitación para mantener un ambiente fresco.

(Foto: Wikipedia)
3. Lengua de tigre o lengua de suegra
Dura mucho tiempo sin necesidad de cuidados extenuantes, además es una buena opción para decorar tu casa. Absorbe el óxido de nitrógeno, benceno, formaldehído y tricloroetileno para purificar y refrescar el aire de tu casa.

(Imagen de zoosnow en Pixabay)
4. Mala madre, lazo de amor o cinta
Absorbe grandes cantidades de calor, por lo que mejora la temperatura del ambiente. La puedes tener en interiores, ya sea en maceta de piso o colgante.
10 plantas para ahuyentar a los molestos mosquitos

(Foto: Wikipedia)
5. Palma bambú o palmera areca
No requiere de la luz directa del sol ni de mucha agua. Es una de las más purificadoras, pues elimina el monóxido de carbono. Colócala en una habitación grande, ya que puede medir hasta 3 metros de altura.

(Foto: Pinterest)
6. Poto
Es una planta de interior o resolana. Elimina el formaldehído y el benceno para refrescar y purificar el aire. Eso sí, mantenla lejos de los niños y mascotas, pues si llegan a ingerirla puede causales intoxicación.

(Foto: Pinterest)
7. Cuna de Moisés o bandera blanca
Seguro tu mamá tiene una en casa, pues además de ser muy bonita, es de las mejores al purificar el aire del formaldehído, benceno y el tricloroetileno. No necesita mucha agua, pero eso sí, no olvides quitar el polvo de sus hojas.

(Imagen de Nika Akin en Pixabay) 
8. Aloe Vera sábila
No sólo sirve para calmar el ardor de una quemadura en la piel, también purifica el aire y emite oxígeno, ayudando a enfriar la temperatura del aire interior.

(Imagen de Marce Garal en Pixabay)
Con información de MSN.
TARJETA:

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de De10.mx (@de10mx) el 12 May, 2020 a las 6:01 PDT


 ",
"
La Fiscalía General de San Luis Potosí informó que el saldo de tres ataques armados ocurridos la tarde de este miércoles 27 de mayo en diversas colonias de la capital potosina y Soledad es de cinco muertos y tres heridos.

En el suceso ocurrido en la calle República de Ecuador y Estados Unidos de Norteamérica, en la colonia Satélite, perteneciente a la ciudad de San Luis Potosí, cuatro hombres fueron asesinados al interior de una vivienda. Los cuerpos presentaron heridas de arma de fuego de alto calibre.

Por otra parte, en la colonia 21 de Marzo, ubicada en Soledad, el saldo es de un hombre muerto y un lesionado de gravedad en la calle 16 de Septiembre. Éste último fue trasladado a una clínica cercana.

De manera simultánea fueron reportadas detonaciones en la calle Mirador, Barrio de Sebastián, en la capital potosina, donde dos personas resultaron heridas.

Agentes de la Policía de Investigación se desplazaron a estos lugares para comenzar con las indagatorias correspondientes. De igual manera, peritos de la Fiscalía potosina ya realizan las labores necesarias para recabar los indicios en los sitios.

Los cuerpos de los asesinados fueron trasladados al Servicio Médico Legista (Semele) para realizar las necropsias de ley y establecer las causas de las muertes.

etp
",Ataques armados en Zona Metropolitana de SLP dejan 5 muertos y 3 lesionados
"
Google tomó la decisión de posponer el evento de lanzamiento de Android 11 debido a las protestas  en Estados Unidos y finalmente anunció que, en lugar de realizar una transmisión en vivo, compartiría una serie de videos y recursos en línea para que cada usuario pueda probarlos según sus necesidades. 
A continuación en Tech Bit te compartimos algunas de las novedades que ofrece este sistema operativo: 
Google Meet ahora está disponible para todos, y el modo familia para Duo les permite realizar dibujos y anotaciones durante sus llamadas y agregar máscaras y efectos.
Para facilitar y simplificar la comunicación, las conversaciones de múltiples aplicaciones de mensajería se moverán a un espacio dedicado en el área de notificaciones de manera que sea más simple ver, responder y administrar las conversaciones en un solo lugar.
La herramienta anterior permite marcar conversaciones como prioritarias para darles preferencia en el teléfono y no perderse nunca un mensaje importante. Estas conversaciones destacadas aparecen en la pantalla de desbloqueo e incluso pueden mostrarse como notificación aun cuando el smartphone se encuentra en la configuración “No molestar”.

Lee también: Miles de números de WhatsApp se filtran en Google, averigua si está el tuyo 
Otra novedad son Bubbles una característica que abre una burbuja de conversación directamente desde la pantalla de notificaciones para poder responder sin tener que dejar la tarea en la que se está trabajando. 
Cuando se escriba utilizando Gboard  se mostrarán sugerencias relevantes y automáticas tanto de emojis  como de texto.
Ahora se puede acceder y controlar rápidamente los dispositivos del internet de las cosas. Al mantener presionando de forma prolongada el botón de encendido se despliega un menú para ajustar la temperatura, encender las luces o abrir la puerta principal.
También se incluyen nuevos controles multimedia para hacer más rápido cambiar el dispositivo en el que se está reproduciendo el audio o video. 
En términos de privacidad se agregan nuevos controles para decidir cómo y cuándo se comparten los datos del dispositivo. 

Lee también: Cuidado, el malware para Android aumentó en los últimos meses 
Asimismo es más estricto con los permisos más sensibles de las aplicaciones como acceder al micrófono, cámara o ubicación, cada vez que requieran su uso se preguntará a los usuarios. Además, si una aplicación no es utilizada durante un período prolongado de tiempo, se reestablecerán automáticamente todos los permisos y se enviará una notificación.
Otras nuevas funciones son: grabadora de pantalla, actualización de Voice Access, rendimiento mejorado y un menú para compartir que facilita enviar contenido desde tu teléfono. 
Por ahora la versión beta de Android  en teléfonos Pixel 2 o superiores y Google anunciará más dispositivos compatibles en las próximas semanas. 
Por último la empresa pidió a los usuarios enviar comentarios y sugerencias sobre la versión beta con la intención de realizar mejoras al final.
",Ya está disponible Android 11 en beta y estas son sus novedades
"
Empujada por el confinamiento contra el coronavirus, como millones de personas en el mundo, la reina Isabel II utilizó por primera vez a los 94 años una plataforma de videollamadas para un acto oficial, anunció el jueves el Palacio de Buckingham.
Desde el castillo de Windsor, al oeste de Londres, donde está confinada con su esposo, el príncipe Felipe, de 99 años recién cumplidos, la monarca escuchó por videoconferencia a cuatro miembros de la asociación Carers Trust.
La reunión fue organizada por su hija la princesa Ana, fundadora de esta asociación que apoya a las personas que cuidan de sus familiares gravemente enfermos o discapacitados.
También lee: La reina Isabel II paseó en el mercado y bailó ""La Cucaracha"" cuando visitó México en 1975
Con la ayuda de su secretario personal para la parte técnica, la soberana fue la última en sumarse a la llamada y la primera en abandonarla, como exige la etiqueta real.
""Es muy interesante escuchar sus historias respectivas"", dice Isabel II en el video publicado por el Palacio de Buckingham. ""Estoy feliz de haber podido hablar con ustedes hoy"", agregó la monarca, que envió su primer correo electrónico en 1976 y su primer tuit en 2014.

""Se podía adivinar que nunca había hecho este tipo de llamada oficial pero realmente lo tomó con calma"", aseguró Alexandra Atkins, de 24 años, que participó en la videoconferencia. ""Estaba sentada en mi habitación y hablando con la princesa y la reina"", se exclamó, describiendo la experiencia como ""irreal"".
lsm/hm
 
",Reina Isabel II participa en su primera videollamada a los 94 años
"
El secretario de Salud del Estado de México, Gabriel O’Shea Cuevas, informó a través de su cuenta de Twitter que dio positivo a Covid-19. Informó que se encuentra bien y se recupera en su casa, desde donde está trabajando. 
 
Añadió que todo el sector salud continúa trabajando  normalmente y que en su casa mantiene todas las medidas de prevención. 
 
El secretario es el responsable de la política de salud y en los últimos días ha informado que en la entidad se prevén días de mayor riesgo de contagio. 
 
“Les comparto que he resultado positivo a la prueba de  Covid-19. Me encuentro bien, en tratamiento, recuperándome y trabajando desde casa. Bajo el liderazgo del Gobernador @alfredodelmazo todo el equipo de @SaludEdomex seguiremos trabajando por los mexiquenses”.
 
En el Estado de México hasta el 10 de junio se contabilizaron 20 mil 723 casos positivos a Covid-19, 8 mil 928 sospechosos, además de 23 mil 130 negativos.
Lee también: Edomex se alista para escalda de contagios 
Además, 9 mil 989 mexiquenses han recibido alta sanitaria y se reportó el deceso de 2 mil 523 personas. También  la dependencia informó que 4 mil 882 personas se encuentran en resguardo domiciliario por esta enfermedad, son atendidas mil 935 personas en hospitales de la entidad y mil 394 en otras latitudes del país. 
 Gabriel O´Shea Cuevas, reiteró la importancia de usar el cubrebocas, dispositivo de protección personal que debe cubrir mentón, nariz y boca, usarse aunque se esté hablando y mantener la sana distancia, que establece un espacio de metro a metro y medio entre personas.
 
Asimismo, realizar el correcto lavado de manos o usar alcohol gel, antes y después de su colocación, se debe poner especial atención en no usar cubrebocas rasgados o húmedos, no tocarlos en la parte interior, enrollar o doblar, ya que en caso de enfermedad puede mantener el virus y activarlo.
 

Les comparto que he resultado positivo a la prueba de COVID-19. Me encuentro bien, en tratamiento, recuperándome y trabajando desde casa. Bajo el liderazgo del Gobernador @alfredodelmazo todo el equipo de @SaludEdomex seguiremos trabajando por los mexiquenses.
 — Dr. Gabriel O´Shea (@Gabriel_OShea) June 11, 2020
 ",Secretario de Salud del Edomex da positivo a Covid-19
"Aún no se estrena el programa de Laura Bozzo, ‘Laura sin Censura’ y ya tuvo sus primeros conflictos, por lo que Alfredo Adame mandó a ""chingar a su madre"" a la emisión de la peruana, esto porque ella le comentó que era un misógino, aunque otros aseguran, fue porque vio a Carlos Trejo como otro de los invitados, sin que se lo hubieran mencionado.
La nueva emisión de la peruana, es producido por Magda Rodríguez, quien tiene en su haber programas polémicos como ‘Enamorándonos’. 
Según versiones, Adame fue invitado por la productora al programa, lo cual aceptó, pero con la condición de que Laura no lo insultara, ya que tuvieron rencillas en el pasado. Sin embargo, en un video que se puede ver en las redes sociales se puede ver todo lo contrario, pues Adame le grita e insulta a Bozzo.
En palabras del actor, él confesó lo sucedido en el foro, donde aceptó que sí había insultado y humillado a la conductora.
""Comenzó a decirme que era un misógino y que ella doctora en ciencias, y yo le dije tú no eres nada, eres una persona nefasta que viene a jugar con la miseria de las personas mexicanas y yo pediría que te corrieran del país o te mandaran cuatro años a Santa Marta Acatitla, y me paré y le dije me das asco, eres un ser asqueroso y vas a chingar tu madre. Y me fui enojadísimo"".
 “La productora Magda Rodríguez que respeto y admiro mucho salió a corretearme hasta el estacionamiento y pedirme que no me fuera, pero le dije que de esa hija de pu*a no quería saber nada. Sí me puse como loco, sí la ofendí, sí la humillé, la mandé a la mierda”, manifestó.
Otra versión que también se manejó del incidente, fue que Alfredo salió mentando madres de ‘Laura sin censura’, porque  enfureció al ver en dicho foro a su enemigo Carlos Trejo, por lo que ni la productora lo pudo apaciguar.
 

 
 
 

Ver esta publicación en Instagram

Una publicación compartida por Sebastián Reséndiz (@sebasresendiz) el 10 de Jun de 2020 a las 6:05 PDT


",
"
El banco estadounidense JP Morgan redujo de -8.5 hasta -10.5% su estimación de caída de la economía mexicana al cierre de 2020, y calculó un impacto de -60% en el segundo trimestre ante la crisis histórica en la actividad industrial reportada este jueves.
""Ahora esperamos que la economía se contraiga 60% en el segundo trimestre del año, seguido de fuertes tasas de crecimiento de 55% y 34% en el tercer y cuarto trimestre, respectivamente. Este nuevo perfil dejaría el PIB abajo -10.5% en 2020"", dijo.
Lea también: Crisis por Covid-19 causaría retroceso económico de 13 años en Latinoamérica: Cepal
Para la firma, la sorpresa de la caída de la actividad industrial sugiere que el daño en el segundo trimestre probablemente sea mayor al estimado, lo cual apunta a un desplome de más 50% en cifras anualizadas en la producción industrial.
""Sin embargo, también establece un más favorable 2021, y ahora esperamos un crecimiento del PIB para el próximo año en 5.5% en lugar de 2.5%"", dijo.
Lee más notas de Cartera y EL UNIVERSAL aquí
cev/rcr
",JP Morgan ajusta a -10.5% caída de economía mexicana en 2020
"
Quirino Ordaz Coppel, Gobernador de Sinaloa, se le adelantó al Mazatlán FC y anunció la llegada de Juan Francisco Palencia a la Perla del Pacífico. Desde la salida de Pablo Guede del ya desaparecido Monarcas Morelia, el nombre del ""Niño"" fue el primero en aparecer en el radar del club. 
Posteriormente, se anunció la mudanza del equipo a Mazatlán, sin la confirmación de quién sería el encargado de dirigir al equipo en su nueva plaza.
 

 
-Palencia acumula un año sin entrenar, tras la compra de los Lobos BUAP por parte del FC Juárez. El exatacante reside en Barcelona, donde mantuvo su preparación para mejorar en su todavía joven trayectoria como director técnico. 
""El Niño"" arrancó su carrera como timonel en los Pumas en el Apertura 2016. Como estratega felino acumuló 15 victorias, 10 empates y 21 derrotas. Fue cesado después de la Jornada 6 del Apertura 2017.
 

Bienvenido Juan Francisco Palencia a #Mazatlán, seguiremos trabajando para que el deporte en el Estado siga creciendo y que lleguen más inversiones. Mi compromiso es que la salud, la cultura, el campo, la seguridad, la infraestructura, etc siga creciendo y mejorando. #PuroSinaloa pic.twitter.com/p8McvfUbHm
 — Quirino Ordaz (@QuirinoOC) June 11, 2020

Un año después, fue contratado por los Lobos. En Puebla dirigió 38 duelos, ganó 11, igualó ocho y perdió 19, pero rescató a los licántropos del descenso, pero no sirvió de mucho porque fueron vendidos.
“Bienvenido Juan Francisco Palencia a Mazatlán, seguiremos trabajando para que el deporte en el Estado siga creciendo y que lleguen más inversiones. Mi compromiso es que la salud, la cultura, el campo, la seguridad, la infraestructura, etc siga creciendo y mejorando”, tuiteó Ordaz Coppel. Falta que el propio club oficialice la llegada de Palencia.
Puedes leer: ""Conoce los cambios que habrá en la Liga MX""
",Francisco Palencia será DT del Mazatlán FC; revela Gobernador de Sinaloa
"

“La locura de alguien es la realidad de otro”

Tim Burton.

 

Las inseguridades en la personalidad pueden llegar a ser algo muy peligroso, sentirse disminuido frente a lo desconocido hace que algunas personas se preparen, estudien, se esfuercen y se superen… Aunque otros, simplemente, caen en la paranoia y se vuelven presas de sus complejos.

López Obrador ha demostrado ser como los últimos, si fuera un líder de oposición esos complejos resultarían, tal vez, en un gran contrapeso para el poder, en una especie de revisión exhaustiva frente a todas las decisiones, pero como mandatario, máxime uno tan poderoso como él, sus inseguridades terminan por condenar al futuro del país, por condenarnos a todos, al vaivén de su ignorancia, al ritmo de su hubris.

El presidente decapita todo lo que no entiende, condena que los arquitectos cobren por su conocimiento cuando “cualquiera” puede construir una casa, reprocha los años de estudio de los ingenieros porque, según él, el pueblo sabio hace mejores caminos, considera que la economía no es algo complejo y que los médicos no deberían de cobrar lo que cobran por sus especialidades. El presidente aborrece la técnica, aborrece la ciencia y aborrece el conocimiento comprobable, lo suyo es más bien lo lírico, lo improvisado, lo visceral.

Hace unos días, López rabió de nuevo. Le molestó la resolución de la Suprema Corte de Justicia que avaló salarios altos, más altos que los de él, para ciertos funcionarios de la Comisión Federal de Competencia Económica y sin empacho reconoció su ignorancia frente al trabajo de la institución, de hecho, dijo desconocer hasta el mismo nombre de la Cofece y por lo tanto no la consideró esencial.

Por eso es que no sorprende la iniciativa que ayer se hace pública, firmada por Ricardo Monreal, en dónde se propone desaparecer no sólo a la Cofece, que tanto acompleja al presidente, sino también, y de un plumazo, al IFT y a la CRE para transformarlo todo en un cursi Instituto Nacional de Mercados y Competencia para el Bienestar.

Tampoco sorprendió mucho que en la iniciativa se proponga la desaparición del exámen de conocimientos generales para “evitar la formación endogámica”, “incorporar visiones externas” y, esto es un galardón para los acomplejados, ¡evitar un sesgo a favor de una formación exclusiva tecnocrática!

La CRE, la Cofece y el IFT son, precisamente, órganos diseñados para ser manejados por técnicos en la materia, expertos que han dedicado sus años de formación a entender los abstrusos del mercado, las telecomunicaciones o la energía, pero ahora, si eso se vuelve ley, importará más el perfil político que los conocimientos.

Tip para las nuevas generaciones: ya no estudies, no pierdas el tiempo, dedica tu vida a la grilla y podrás terminar de comisionado en regulación de energía aunque no sepas cómo funciona un foco.

Vamos, que si el presidente arrastró materias en la escuela por varios años y llegó hasta dónde está, ¿porqué deberíamos exigirle más a unos simples peones que serán un bonito florero de levantadedos?

Sí, a veces este régimen me recuerda tanto al rey chiquito.

DE COLOFÓN

Hay un pequeño detalle, si desaparece el IFT quizá también desaparece el TMEC, que obliga a los países a tener un organismo realmente independiente que regule a uno de los sectores más importantes del globo.

@LuisCardenasMX
","López Obrador, el rey chiquito"
"
Un juez federal suspendió indefinidamente el Acuerdo de la titular de la Secretaría de Energía (Sener), Rocío Nahle, con el que busca controlar todo el Sistema Eléctrico Nacional (SEN) y frena las inversiones de energía limpia y renovable.
El Juez Primero Especializado en Competencia Económica, Radiodifusión y Telecomunicaciones concedió una suspensión definitiva a favor de Defensa Colectiva, A. C, que pidió amparo contra el acuerdo publicado por la titular de la Sener el 15 de mayo.
El acuerdo que contiene la Política de Confiabilidad, Seguridad, Continuidad y Calidad en el SEN, no podrá entrar en vigor hasta que el juez dicte su sentencia de amparo o, si la Sener impugna, hasta que un Tribunal Colegiado resuelva si la confirmará o no.
“Al establecerse barreras de entrada al mercado eléctrico mayorista, éste no podrá servirse de los beneficios de la libre concurrencia y competencia económica, pues podría generarse una barrera de entrada a las centrales generadoras de energía limpia, y un fortalecimiento anticompetitivo de las centrales convencionales, que ya tienen determinada posición en el mercado o que, a diferencia de las eólicas o fotovoltaicas, sí podrán entrar en operaciones o permanecer en el mercado durante la vigencia de los actos reclamados, al menos con mayor facilidad”, señaló el juez Rodrigo de la Peza.
Este es el segundo amparo que se tramita contra el acuerdo de Rocío Nahle, el otro fue presentado por Greenpeace quien consiguió una suspensión provisional y permanece en espera de que se le conceda la definitiva.
Aunque también afecta la inversión en energías renovables, como el emitido el 29 de abril por el Centro Nacional de Control de Energía (Cenace), la nueva política publicada por Nahle impone una serie de pruebas y limitaciones a  nuevas centrales de generación de energía vía métodos renovables, limita la emisión de permisos para nuevas plantas eólicas o solares y prohíbe la construcción de proyectos en lugares que considere congestionados o con poca capacidad de transmisión, con la finalidad de evitar “sobrecargas en la red nacional de transmisión, para así satisfacer la demanda de los usuarios finales”.
En sus demandas las organizaciones argumentaron que la publicación del acuerdo fue solicitada de manera urgente por la titular de la Sener, por lo que no fue sometido a un procedimiento de mejor regulatoria para demostrar las consecuencias que tendría esta nueva política en el sector.

MAOT
",Juez suspende acuerdo de Sener que frena energías renovables
 Toggle navigation  SuscripcionesEl Universal ImpresoEl Universal QuerétaroEl Universal Digital                      >         ,
"
Las Vegas es un destino único y peculiar. Un lugar donde puedes despertarte a las seis de la mañana y ya encontrar gente apostando en los casinos con un trago gratuito en mano, o donde nadie te juzga en silencio por salir casi arrastrándote después de un “atracón” en un buffet. Pero, lamentamos decirlo, hay cosas que sí van a cambiar después de la pandemia. 
Aquí enlistamos 7 cosas que serán diferentes en Las Vegas cuando sea posible viajar allá de nuevo. No contamos la instalación de estaciones sanitizantes, pues ésa será una constante en cualquier destino. 
Pero antes, aclaremos qué hoteles ya están abiertos. El grupo MGM ya abrió el hotel Bellagio, el MGM Grand, New York-New York y Excalibur; faltan propiedades como Aria (1 de julio), Luxor (25 de junio) y Mandalay Bay (1 de julio). Caesars Entertainment reanudó operaciones en su hotel insignia Caesars Palace, además de Flamingo y Harrah’s; no ha anunciado fechas para sus otras propiedades con casino, como Paris Las Vegas y Planet Hollywood. 

1. Menos lugar en los casinos
De acuerdo con USA Today, hay nuevos límites de capacidad para los casinos: tres jugadores por mesa de blackjack, cuatro en la ruleta, cuatro para poker y seis en mesa de dados. Es obligatorio que los trabajadores usen cubrebocas o careta, pero es opcional para los huéspedes. No estará permitido pararte detrás de los jugadores en una mesa de juegos. 
Los dos principales grupos hoteleros también han implementado medidas por su cuenta. Caesars estableció que solo el croupier tocará las cartas siempre que sea posible y ofrecerá gel sanitizante a los jugadores recién llegados, mientras los utensilios como dados serán desinfectados con frecuencia. En los hoteles de MGM, las máquinas tragamonedas estarán operando de manera que se cumpla una distancia de 1.82 metros.
En los casinos de MGM no se permitirá comer. Eso sí, el servicio de bebidas alcohólicas gratuitas durante las 24 horas en la mayoría de los casinos de Las Vegas se mantiene sin cambios. También se permite fumar en interiores.
Foto: Caesars
Lee también: Qué destinos mexicanos son seguros según el Consejo Mundial de Viajes

2. Check-in en línea
Todos los hoteles de MGM permitirán hacer check-in desde tu smartphone, y tu dispositivo será la llave del cuarto. Si prefieres tener una llave física, podrás obtenerla en estaciones automatizadas. 

3. Menos lugar en restaurantes
En todos los restaurantes de hotel se promoverá la sana distancia acomodando menos mesas. 
Caesars no permitirá rellenar tus propios contenedores para bebidas y retirará los utensilios de condimentos. 
En los restaurantes de MGM habrá menús digitales para ver en tu smartphone y filas virtuales para evitar aglomeraciones (te llegará un mensaje de texto cuando una mesa esté disponible). 

4. No te servirás solo
Se sabe que, al menos en todas las opciones de buffet del grupo MGM, será obligatorio que un empleado te sirva. 
Todavía no está claro que pasará con todos los servicios de buffet en Las Vegas, ni cuándo comenzarán a operar. Recordemos que dos cadenas de buffets con amplia presencia en Estados Unidos, Soulplantation y Sweet Tomatoes, ya no abrirán sus puertas después de la pandemia. 
Foto: Caesars
Lee también: Cuándo se podrá volver a visitar Machu Picchu

5. Se guardará la sana distancia
A estas alturas resulta casi obvio que existirán ciertas medidas estándar, como garantizar la distancia en filas o minimizar el contacto físico en mostradores. Sin embargo, algunos hoteles irán más allá. 
En las propiedades de MGM, la regla será que debes guardar distancia de 1.82 metros, incluso con otros huéspedes; habrá personal revisando y recordándotelo. En zonas del lobby o casinos donde sea necesario se instalarán barreras de plexiglás para minimizar el contacto.
En los hoteles de Caesars, ningún empleado entrará a los cuartos para entregar pedidos. Todo se dejará afuera, junto a la puerta. 

6. Cuidado en el jardín
El jardín botánico del hotel Bellagio, una de las atracciones gratuitas más famosas de Las Vegas y que cambia decoración varias veces al año, también tendrá cambios. Habrá un número limitado de turistas caminando por el jardín al mismo tiempo, guardando la distancia. Además se contará con señalamiento para que la circulación sea en un solo sentido. 
Foto: MGM
Lee también: Esta playa mexicana pondrá en cuarentena a todos sus visitantes

7. Gritarás un poco más solito
Como seguro ya sabes, algunos hoteles de Las Vegas cuentan con atracciones que involucran adrenalina. 
En el hotel New York-New York, la montaña rusa tendrá un control en el número de visitantes para permitir espacio. Habrá una fila vacía por cada ocupada en la montaña rusa, y solo quienes vayan en grupo podrán sentarse juntos.
 
",Las Vegas: 7 cosas que serán diferentes después de la pandemia
